# wavelength intensity
1	68209.59
2	4465.51
3	2548.19
4	101.4
5	100
6	29878.67
7	870.44
8	24.49
9	313.62
10	271.02
11	7924.52
12	5070.63
13	3640.35
14	422.4
15	5064.94
