# wavelength intensity
1	56577.78
2	4465.51
3	2556.5
4	101.4
5	100
6	29932.4
7	878.25
8	71.73
9	315.05
10	271.02
11	7896.57
12	3540.72
13	3583.91
14	422.37
15	6292.8
