# wavelength intensity
1	10739.6
2	911.51
3	253.1
4	113.91
5	100
6	7681.44
7	136.99
8	16.22
9	62.38
10	276.01
11	2493.43
12	1074.51
13	1179.38
14	143.83
15	810.25
