# wavelength intensity
1	12490.1
2	911.39
3	251.25
4	113.91
5	100
6	7642.84
7	135.47
8	11.49
9	61.74
10	276.01
11	2508.19
12	1549.3
13	1163.15
14	143.83
15	591.99
