# wavelength intensity
1	66830.75
2	4465.51
3	2549.35
4	101.4
5	100
6	29890.37
7	872.43
8	24.49
9	313.78
10	271.02
11	7937.09
12	2872.19
13	3652.22
14	422.4
15	5210.35
