# wavelength intensity
1	12729.38
2	911.38
3	250.86
4	113.91
5	100
6	7631.84
7	134.87
8	11.49
9	61.65
10	276.01
11	2500.19
12	1627.37
13	1148.14
14	143.83
15	562.19
